#Movie-id	freq_ge0_l1	freq_ge1_l2	freq_ge2_l3	freq_ge3_l4	freq_ge4_l5	avg_rating
2512	1	0	0	1	4	3.42
2513	5	13	41	76	48	3.01
2514	1	11	18	13	2	2.28
2515	4	9	8	3	0	1.6
2516	5	3	7	2	1	1.72
2517	1	7	19	43	28	3.1
2518	0	2	11	41	13	3.13
2519	0	3	6	20	11	3.17
2520	1	3	10	21	14	3.06
2521	0	4	14	12	0	2.32
2522	1	7	12	7	1	2.12
2523	0	0	1	2	2	3.2
2524	0	3	25	29	24	3.01
2525	1	2	8	10	1	2.52
2526	0	1	5	3	2	2.73
2527	3	2	20	62	43	3.28
2528	2	5	23	98	74	3.42
2529	6	15	54	178	262	3.58
2530	1	8	26	37	20	2.91
2531	0	5	22	16	14	2.83
2532	0	2	24	30	14	2.94
2533	0	7	29	53	26	3
2534	0	1	0	2	0	2.5
2535	0	1	12	11	3	2.76
2536	0	5	6	4	0	2
2537	1	3	3	1	0	1.69
2538	0	0	0	1	0	3
2539	2	19	83	215	141	3.23
2540	0	2	10	18	9	3
2541	5	17	70	161	121	3.25
2542	2	9	31	172	497	3.95
2543	0	0	0	0	1	4
2544	0	1	0	1	4	3.58
2545	0	0	2	3	0	2.6
2546	1	7	12	15	3	2.5
2548	7	12	14	6	2	1.84
2549	10	10	20	15	5	2.1
2550	0	0	5	21	30	3.75
2551	0	4	10	30	52	3.62
2552	1	2	4	4	0	2.23
2553	1	1	6	22	31	3.6
2554	1	1	4	8	8	3.11
2555	13	22	11	3	2	1.41
2556	0	0	2	1	0	2.67
2557	0	0	2	4	10	3.78
2558	1	15	31	28	7	2.48
2559	1	2	2	2	1	2.12
2560	0	9	9	19	21	3.17
2561	0	3	10	25	11	3.03
2562	1	0	2	5	3	2.95
2563	0	0	3	15	17	3.76
2565	0	1	10	54	74	3.76
2566	1	3	2	3	0	1.83
2567	1	10	51	92	39	3.02
2568	1	12	19	17	1	2.21
2569	0	0	0	1	0	3
2570	1	2	4	7	12	3.29
2571	13	24	65	268	1300	4.17
2572	4	17	68	191	139	3.31
2573	0	1	3	3	6	3.23
2574	1	6	16	19	10	2.79
2575	0	0	0	15	19	3.9
2576	0	0	0	1	0	3
2577	0	0	1	3	1	3
2578	0	0	1	1	2	3.62
2579	0	0	6	28	61	3.85
2580	1	7	36	129	160	3.57
2581	7	13	81	105	51	2.91
2582	1	1	5	14	7	2.98
2583	0	2	10	26	38	3.52
2584	0	2	0	0	0	1
2585	0	0	2	10	20	4.06
2586	1	1	2	5	0	2.44
2587	0	3	9	16	6	3.01
2589	1	1	1	2	1	2.58
2590	0	2	5	13	9	3.24
2591	0	0	1	0	1	3.5
2593	1	0	3	7	11	3.5
2594	0	1	9	57	113	3.9
2595	0	0	0	1	0	3.5
2596	1	3	5	27	44	3.62
2597	2	1	13	4	4	2.44
2598	0	13	43	69	39	3.03
2599	2	11	35	145	233	3.7
2600	5	11	43	119	109	3.35
2601	0	0	0	0	1	4.5
2602	0	1	1	2	4	3.38
2603	0	0	0	2	2	3.88
2604	0	0	0	2	1	3.67
2605	5	18	72	145	73	3.04
2606	1	13	18	21	17	2.76
2607	1	0	1	6	22	3.88
2609	0	1	0	6	14	4.02
2610	0	0	0	7	8	3.77
2611	0	0	3	19	31	3.77
2612	0	1	1	11	38	3.98
2613	0	0	9	17	18	3.34
2614	1	2	2	0	2	2.43
2615	0	4	5	14	9	2.97
2616	7	24	86	114	31	2.68
2617	15	51	168	334	197	3.08
2618	0	1	5	22	36	3.77
2619	0	0	1	0	0	2
2620	0	0	1	2	2	3.3
2621	0	0	1	5	8	3.68
2622	0	7	22	53	43	3.25
2623	0	0	0	1	0	3.5
2624	1	0	4	8	38	4.03
2625	1	4	4	13	8	2.98
2626	0	0	0	5	4	3.89
2627	0	0	0	2	2	3.88
2628	39	118	279	440	258	2.9
2629	3	3	8	8	2	2.31
2630	0	3	3	3	8	3.21
2631	0	0	1	3	0	2.75
2632	0	0	0	2	8	4.3
2633	0	0	12	27	20	3.25
2634	1	0	5	12	5	3.04
2635	0	0	2	5	0	2.93
2636	0	0	2	2	0	2.75
2637	0	0	1	0	3	3.5
2638	0	0	2	2	2	3.08
2639	0	2	7	18	17	3.36
2640	9	19	102	280	243	3.34
2641	8	15	50	159	102	3.2
2642	8	23	92	81	16	2.5
2643	15	48	67	22	8	1.93
2644	0	1	6	34	45	3.72
2646	0	0	2	4	3	3.22
2647	0	0	2	3	3	3.25
2648	2	0	8	42	82	3.84
2649	0	1	0	7	3	3.18
2650	0	0	1	4	3	3.38
2651	0	0	0	8	3	3.36
2652	0	0	2	3	4	3.5
2653	0	0	3	3	4	3.25
2654	0	0	6	17	13	3.44
2655	3	4	6	2	0	1.63
2656	0	0	5	6	0	2.73
2657	18	36	78	174	232	3.32
2659	1	0	2	2	6	3.41
2660	0	0	4	11	25	3.76
2661	0	0	4	8	3	3.03
2662	0	3	18	69	79	3.56
2663	0	0	1	3	2	3.25
2664	0	3	11	46	78	3.73
2665	0	0	2	3	3	3.25
2666	0	0	0	1	0	3
2667	0	0	0	6	1	3.29
2668	2	5	17	25	5	2.69
2669	0	0	1	3	6	3.65
2670	0	1	2	11	23	3.81
2671	9	23	91	210	237	3.38
2672	4	4	21	77	66	3.34
2673	0	0	1	1	1	3
2674	1	0	1	1	3	2.92
2675	0	0	2	0	3	3.2
2676	2	7	17	24	20	2.92
2677	0	3	9	44	53	3.6
2678	0	0	4	3	2	2.89
2679	0	0	0	0	1	4
2681	0	0	2	4	13	3.82
2682	2	1	2	12	17	3.4
2683	31	76	199	431	297	3.11
2685	1	0	0	0	3	3.62
2686	0	3	10	61	156	3.96
2687	1	11	23	92	88	3.39
2688	1	15	60	96	41	2.94
2689	1	1	1	5	1	2.67
2690	0	1	8	39	64	3.67
2691	1	1	3	13	37	3.85
2692	5	6	37	198	531	3.95
2693	0	4	7	27	43	3.55
2694	7	32	77	157	75	2.97
2695	0	0	0	0	1	4
2696	1	0	3	15	39	3.97
2697	0	0	1	8	7	3.62
2699	17	45	154	204	77	2.77
2700	22	30	82	217	393	3.56
2701	35	136	193	143	30	2.21
2702	0	6	20	49	40	3.27
2703	0	0	0	0	1	4
2704	0	0	4	9	14	3.57
2705	0	1	0	0	2	3.33
2706	33	72	200	394	274	3.05
2707	1	8	37	101	122	3.48
2708	0	0	2	4	9	3.7
2709	1	2	13	31	23	3.24
2710	42	106	191	251	200	2.82
2711	0	0	1	4	7	3.54
2712	13	41	114	243	254	3.28
2713	3	24	50	39	20	2.51
2714	0	1	3	9	3	3.12
2715	0	0	3	3	0	2.67
2716	5	23	95	438	561	3.63
2717	6	22	118	201	99	3.01
2718	0	9	17	39	26	3.12
2719	5	41	56	64	14	2.42
2720	9	49	73	28	4	2
2721	1	0	2	7	15	3.66
2722	10	39	81	113	32	2.62
2723	1	29	63	117	74	3.07
2724	12	40	102	126	53	2.7
2725	0	0	1	8	13	3.77
2726	0	1	1	31	86	3.99
2727	0	1	4	11	3	3.08
2728	1	3	13	79	164	3.85
2729	1	1	8	41	100	3.88
2730	0	3	6	41	85	3.83
2731	1	2	5	24	90	4.09
2732	0	2	1	24	58	4.01
2733	0	2	4	4	4	2.86
2734	0	3	18	59	37	3.29
2735	4	8	48	77	21	2.82
2736	0	2	3	21	24	3.52
2737	1	1	0	0	0	0.75
2738	0	2	1	4	8	3.37
2739	2	6	16	52	142	3.79
2741	0	0	5	7	0	2.67
2742	0	1	0	1	0	2.25
2743	0	0	0	2	0	3
2744	0	0	2	1	3	3.17
2745	0	2	11	28	85	3.9
2746	1	13	61	134	95	3.24
2747	0	4	21	49	31	3.21
2748	1	9	18	13	2	2.31
2749	0	0	5	13	3	2.98
2750	0	0	6	40	40	3.62
2751	0	0	5	1	2	2.81
2752	0	4	9	11	9	2.89
2753	0	0	2	9	5	3.31
2754	0	1	0	1	1	2.67
2755	0	0	3	2	1	2.67
2756	0	0	3	5	3	3.09
2757	0	0	1	9	17	3.72
2758	0	0	1	2	0	2.67
2759	0	5	18	48	28	3.23
2761	0	6	14	109	205	3.88
2762	6	21	56	330	982	3.98
2763	3	11	66	198	179	3.43
2764	1	0	10	54	41	3.46
2765	0	0	1	4	5	3.75
2766	0	1	0	2	4	3.36
2767	0	1	1	0	4	3.42
2768	0	0	0	1	3	4
2769	0	0	12	20	9	3.11
2770	8	18	67	127	105	3.13
2771	0	2	18	24	16	3.11
2772	0	5	11	40	15	3.06
2773	0	0	0	1	2	4
2774	1	1	5	15	13	3.39
2775	0	2	1	2	2	2.86
2776	0	0	2	0	0	2.25
2777	0	0	0	2	0	3.25
2778	1	4	3	5	1	2.18
2779	0	3	13	49	44	3.42
2780	0	1	1	11	5	3.36
2781	0	0	3	1	3	3.07
2782	0	1	3	9	12	3.42
2783	0	0	1	3	4	3.5
2784	0	0	2	6	8	3.62
2785	0	0	0	2	1	3.33
2786	0	1	6	5	2	2.82
2787	0	2	11	20	16	3.2
2788	0	3	9	73	176	3.94
2789	0	6	15	33	8	2.86
2790	2	4	11	14	4	2.66
2791	2	16	51	243	412	3.75
2792	2	10	46	78	42	3.04
2793	4	13	45	25	17	2.57
2794	5	16	36	65	23	2.77
2795	1	3	22	86	130	3.66
2796	0	5	9	20	12	2.98
2797	5	19	92	344	346	3.53
2798	11	35	26	26	6	2
2799	15	24	22	17	3	1.84
2800	0	2	3	11	4	3.2
2801	1	1	3	17	6	3.14
2802	0	5	28	49	11	2.88
2803	0	9	45	123	69	3.21
2804	4	9	22	106	270	3.89
2805	4	15	54	68	28	2.79
2806	1	9	22	20	8	2.53
2807	12	25	24	9	1	1.69
2808	9	27	70	73	15	2.51
2809	3	2	6	4	1	2.16
2810	0	4	5	14	30	3.59
2811	0	0	0	1	1	3.75
2812	0	0	2	7	4	3.27
2813	0	0	0	2	1	3.5
2814	0	1	1	1	0	2
2815	2	11	22	25	4	2.45
2816	4	16	8	9	1	1.8
2817	7	11	6	3	1	1.45
2818	4	4	3	1	0	1.33
2819	0	3	6	43	100	3.91
2820	0	0	2	1	3	3.33
2822	0	6	26	40	25	3.05
2823	0	0	1	0	1	3
2824	0	0	0	2	3	3.8
2825	0	1	1	2	3	3.14
2826	10	27	63	118	78	3
2827	7	19	61	46	9	2.43
2829	3	9	18	22	13	2.67
2830	0	0	2	1	7	3.7
2831	0	1	0	1	0	2.25
2832	0	0	1	0	1	3.25
2833	0	0	0	2	4	3.75
2834	0	0	1	5	4	3.3
2835	1	3	6	11	0	2.55
2836	0	2	7	19	11	3.18
2837	0	0	1	4	6	3.77
2839	0	0	0	2	3	3.9
2840	6	18	49	98	54	3
2841	0	4	17	89	87	3.55
2842	0	1	3	7	6	3.32
2843	0	1	3	23	68	4.07
2844	1	0	4	15	6	3.13
2845	0	0	2	0	1	2.67
2846	2	7	10	31	25	3.16
2847	0	0	0	4	12	4.06
2848	0	0	1	1	11	3.88
2849	0	2	1	4	3	2.95
2850	0	0	2	2	0	2.62
2851	0	2	7	4	0	2.23
2852	0	0	2	21	22	3.62
2853	0	1	0	1	2	3.12
2854	0	1	2	0	0	1.83
2855	0	1	1	1	0	2.33
2856	0	0	3	3	1	2.86
2857	5	11	19	64	92	3.45
2858	2	13	70	288	1099	4.11
2859	1	0	2	19	40	4.01
2860	1	5	19	44	19	3.02
2861	1	5	11	26	20	3.12
2862	4	11	20	15	14	2.62
2863	1	2	6	42	97	3.87
2864	0	1	1	0	5	3.36
2865	0	0	2	0	0	2
2866	0	0	5	17	32	3.64
2867	0	1	6	36	25	3.46
2868	0	2	5	6	0	2.42
2869	0	0	0	3	2	3.5
2870	1	0	4	22	21	3.5
2871	1	8	25	83	180	3.79
2872	1	9	22	95	106	3.47
2873	0	0	1	6	2	3.28
2874	0	0	3	5	9	3.5
2875	1	8	16	48	12	2.94
2876	0	7	9	5	1	2.16
2877	1	4	14	34	15	3.04
2878	0	2	2	1	1	2.33
2879	0	2	5	19	11	3.23
2880	0	0	4	8	6	3.39
2881	7	16	64	112	75	3.03
2882	0	2	8	19	4	2.92
2883	0	3	7	33	21	3.36
2884	0	2	7	6	3	2.78
2885	0	1	7	3	9	3.15
2886	3	2	3	7	0	2.1
2887	3	4	3	1	0	1.5
2888	1	6	9	11	4	2.48
2889	1	2	14	45	27	3.25
2890	2	16	66	232	251	3.51
2891	0	2	7	27	17	3.3
2892	0	0	3	1	0	2.25
2893	0	1	5	12	9	3.26
2894	1	6	12	8	5	2.48
2897	0	1	1	3	10	3.8
2898	0	0	9	14	6	3.03
2899	1	0	4	10	11	3.23
2900	0	1	3	7	9	3.27
2901	0	3	10	25	22	3.33
2902	1	5	21	20	7	2.65
2903	1	9	15	12	2	2.31
2904	0	0	1	0	4	3.6
2905	0	1	1	17	45	3.95
2906	4	9	17	26	4	2.47
2907	1	7	15	9	7	2.47
2908	2	8	18	91	194	3.78
2910	0	0	1	2	0	3
2911	0	0	0	1	1	4
2912	1	0	11	50	77	3.69
2913	0	2	4	6	4	3
2914	1	2	1	2	1	2.29
2915	1	10	36	122	130	3.45
2916	7	17	92	382	344	3.49
2917	0	4	11	34	96	3.81
2918	2	17	53	278	536	3.84
2919	0	0	5	25	66	3.86
2920	1	1	1	10	30	3.95
2921	0	0	5	29	73	3.89
2922	0	0	5	21	42	3.76
2923	0	0	0	1	1	3.5
2924	0	2	8	43	44	3.66
2925	0	0	1	9	21	3.97
2926	1	7	16	43	53	3.45
2927	0	0	4	14	24	3.85
2928	0	3	5	5	9	3.14
2929	1	1	5	22	38	3.66
2930	0	0	0	2	2	3.75
2931	0	0	0	4	16	4.4
2932	1	0	3	20	31	3.89
2933	0	0	0	1	0	3.5
2934	0	0	0	0	2	4.5
2935	0	0	2	9	40	4.15
2936	0	0	4	12	37	4.02
2937	0	1	1	9	21	3.88
2938	0	0	0	2	9	4.14
2939	0	0	3	14	6	3.37
2940	0	0	2	16	33	3.88
2941	2	1	9	25	32	3.44
2942	1	13	44	68	33	2.91
2943	0	1	5	14	18	3.47
2944	0	0	15	89	153	3.83
2945	0	1	0	3	1	2.8
2946	1	1	7	29	48	3.69
2947	2	4	41	210	269	3.67
2948	1	3	28	136	139	3.62
2949	1	2	27	155	149	3.59
2950	1	22	67	61	17	2.6
2951	0	3	11	63	209	3.98
2952	0	0	6	21	45	3.78
2953	24	68	154	141	34	2.44
2954	0	0	0	1	0	3.5
2955	1	0	0	0	0	0.5
2956	0	1	8	15	7	3.05
2958	0	0	0	0	1	4.5
2959	10	12	50	217	1145	4.25
2960	0	0	1	1	2	3.38
2961	0	7	12	26	17	3.05
2962	0	2	5	20	13	3.35
2963	0	1	0	0	3	3.62
2964	0	0	1	5	3	3.33
2965	0	6	5	2	4	2.29
2966	0	2	10	55	134	3.92
2967	1	0	2	16	15	3.53
2968	2	9	45	132	144	3.46
2969	1	0	3	6	13	3.63
2970	0	1	3	13	41	4.01
2971	0	1	9	19	54	3.9
2972	0	0	1	5	13	3.95
2973	1	1	10	34	108	3.98
2974	2	10	14	7	0	1.94
2975	0	1	4	8	4	3
2976	3	8	28	72	65	3.27
2977	1	1	3	8	8	3.12
2978	1	4	12	25	15	3.07
2979	1	0	3	1	3	2.75
2981	0	0	1	1	1	3.17
2982	0	0	3	3	0	2.58
2983	0	0	3	11	15	3.72
2984	0	0	0	4	4	3.94
2985	5	37	110	277	218	3.28
2986	7	33	112	64	24	2.46
2987	5	27	119	367	349	3.45
2988	0	0	2	12	13	3.63
2989	1	4	29	100	63	3.37
2990	0	9	42	86	55	3.17
2991	1	4	27	117	72	3.39
2992	0	1	0	1	1	3
2993	1	2	19	103	73	3.49
2994	0	0	0	1	1	3.5
2995	3	28	50	26	12	2.35
2996	0	1	7	17	14	3.33
2997	6	20	68	268	690	3.89
2998	0	0	0	2	2	3.88
2999	0	1	0	1	0	2.25
3000	1	6	18	116	314	4.04
3001	1	0	2	1	0	1.88
3002	0	0	1	8	8	3.76
3003	0	0	1	7	8	3.62
3004	4	6	17	24	8	2.64
3005	2	15	61	143	85	3.17
3006	2	2	27	109	260	3.86
3007	1	2	13	21	51	3.62
3008	0	0	0	14	27	4
3010	0	0	3	3	13	3.95
3011	0	0	2	10	25	3.93
3012	0	0	0	0	3	4
3013	0	0	2	7	5	3.43
3014	1	0	1	6	1	3
3015	1	1	5	20	15	3.27
3016	0	3	21	45	31	3.29
3017	1	2	7	10	5	2.8
3018	3	5	7	32	44	3.4
3019	0	3	10	40	90	3.86
3020	1	7	32	123	159	3.61
3021	0	1	2	3	1	2.71
3022	1	1	3	22	78	4.1
3024	1	8	16	9	2	2.19
3025	0	1	1	0	0	1.75
3026	0	1	1	0	0	1.75
3027	2	0	0	0	0	0.5
3028	0	1	1	19	15	3.51
3029	0	2	1	9	9	3.36
3030	0	1	4	31	127	4.2
3031	0	5	6	9	2	2.52
3032	0	1	14	30	23	3.38
3033	10	32	91	248	211	3.3
3034	0	0	19	94	106	3.7
3035	0	0	7	22	52	3.9
3036	1	1	7	16	34	3.64
3037	0	0	4	44	103	3.99
3038	0	0	0	7	22	4.14
3039	1	5	24	152	189	3.67
3040	0	5	19	42	21	3.1
3041	1	10	0	1	0	1.29
3042	2	3	2	1	0	1.44
3043	1	1	0	1	0	1.67
3044	2	1	12	53	84	3.7
3045	0	1	9	13	28	3.5
3046	0	2	6	6	11	3.22
3047	0	0	1	2	0	2.83
3048	0	2	6	3	1	2.38
3049	0	1	6	2	5	2.96
3050	0	1	3	5	2	2.95
3051	1	3	7	26	8	2.98
3052	10	26	84	251	427	3.63
3053	2	9	29	61	41	3.12
3054	13	21	13	8	7	1.81
3055	1	1	4	10	15	3.37
3056	0	2	2	3	2	2.67
3057	0	0	0	1	1	4
3060	0	0	16	58	126	3.86
3061	0	0	2	9	34	3.99
3062	0	2	5	30	81	3.9
3063	1	10	16	18	3	2.45
3064	1	6	1	2	1	1.73
3066	0	3	8	26	62	3.74
3067	1	0	9	34	89	3.86
3068	0	0	6	25	52	3.82
3069	0	0	2	3	6	3.55
3070	1	7	21	49	52	3.37
3071	0	1	11	39	79	3.75
3072	2	6	30	83	135	3.63
3073	0	1	1	1	1	2.5
3074	0	0	4	10	39	3.91
3075	0	2	2	17	38	3.94
3076	0	4	3	13	15	3.33
3077	0	1	1	6	35	4.06
3078	0	0	0	12	14	3.75
3079	0	0	5	23	56	3.86
3081	1	11	81	281	315	3.55
3082	2	16	90	187	98	3.14
3083	3	6	5	53	169	3.99
3085	0	0	1	1	2	3.5
3086	1	0	3	5	13	3.59
3087	0	5	29	104	94	3.46
3088	0	0	7	44	95	3.97
3089	0	1	9	25	112	4.09
3090	0	0	1	9	41	4.21
3091	0	0	0	24	38	3.91
3092	0	1	0	4	2	3.21
3093	0	1	5	16	30	3.88
3094	0	0	4	11	17	3.62
3095	0	2	7	21	93	4.01
3096	0	0	0	4	10	4.14
3097	0	2	1	17	46	3.97
3098	0	0	12	61	110	3.85
3099	2	3	10	19	18	3.1
3100	1	0	16	83	136	3.79
3101	2	3	50	161	145	3.45
3102	1	2	5	29	32	3.52
3103	0	0	2	9	7	3.42
3104	0	2	11	60	110	3.8
3105	0	3	14	112	174	3.8
3106	0	1	0	2	2	3.1
3107	0	15	39	148	80	3.22
3108	0	6	35	119	178	3.65
3109	0	0	2	5	2	3.11
3110	0	0	0	4	1	3.2
3111	0	0	2	7	23	3.92
3112	0	0	0	3	5	4
3113	6	39	84	92	28	2.56
3114	11	25	67	276	463	3.66
3115	0	1	4	19	16	3.44
3116	0	1	1	1	0	2
3117	1	1	3	11	9	3.18
3118	0	1	2	4	3	2.95
3119	0	0	0	1	2	3.67
3120	1	1	14	20	9	2.96
3121	0	0	3	5	2	3.3
3122	0	1	2	1	0	2.25
3124	0	1	2	5	3	3.18
3125	0	1	12	22	29	3.47
3126	0	0	0	2	1	3.33
3127	1	1	9	15	9	3.14
3128	0	0	4	3	6	3.46
3129	0	2	11	34	49	3.6
3130	2	3	25	17	5	2.58
3131	1	0	0	2	1	2.62
3132	0	0	1	1	0	2.5
3133	0	0	0	4	7	3.73
3134	1	0	4	13	64	4.17
3135	0	0	3	24	22	3.61
3136	1	0	0	1	0	2
3137	0	0	0	3	3	3.58
3138	0	2	1	6	3	3
3139	0	0	1	2	0	2.67
3140	0	0	0	1	4	4.1
3141	0	0	7	12	9	3.21
3142	1	5	4	30	22	3.31
3143	0	0	0	6	4	3.65
3144	0	0	3	4	3	3.15
3145	1	1	9	21	14	3.12
3146	14	33	52	91	29	2.63
3147	2	12	51	250	596	3.91
3148	1	8	23	113	194	3.69
3149	1	0	3	1	1	2.5
3150	0	3	1	3	13	3.6
3152	0	1	4	30	80	4.04
3153	1	0	4	13	25	3.66
3154	0	0	0	2	0	3.25
3155	1	2	21	68	51	3.39
3156	3	12	44	103	46	3.07
3157	4	15	52	106	48	2.97
3158	0	1	7	10	12	3.33
3159	0	6	26	63	81	3.46
3160	5	17	40	133	392	3.9
3161	0	0	6	4	3	3
3162	0	1	3	6	0	2.7
3163	0	1	4	20	42	3.73
3165	0	2	8	3	4	2.68
3166	3	2	4	0	1	1.7
3167	2	0	4	13	19	3.5
3168	1	12	20	86	130	3.63
3169	0	0	6	24	29	3.56
3171	0	0	0	1	8	4.17
3172	0	0	0	1	1	3.75
3173	0	11	50	100	54	3.12
3174	1	10	36	123	196	3.61
3175	2	10	68	213	273	3.58
3176	4	16	72	226	291	3.53
3177	1	9	19	19	9	2.62
3178	0	3	20	72	105	3.64
3179	1	0	6	36	44	3.62
3180	0	5	8	5	6	2.6
3181	2	3	5	26	50	3.72
3182	0	2	3	13	30	3.66
3183	0	1	4	6	8	3.29
3184	0	0	2	0	0	2.25
3185	0	1	13	29	37	3.48
3186	1	7	31	141	125	3.51
3188	0	1	0	6	8	3.63
3189	1	2	7	38	32	3.38
3190	1	12	21	22	3	2.37
3191	0	0	0	1	0	3.5
3192	0	0	1	3	4	3.75
3193	0	1	0	0	0	1
3194	0	4	4	11	22	3.45
3196	0	0	4	36	85	4
3197	0	2	15	27	13	3.06
3198	0	3	11	58	194	3.98
3199	0	1	2	4	6	3.19
3200	0	1	2	15	29	3.8
3201	0	0	9	23	59	3.86
3202	0	2	2	2	5	3.09
3203	0	4	12	55	55	3.48
3204	0	2	10	35	33	3.46
3205	0	0	2	3	12	3.68
3206	0	4	7	13	5	2.83
3207	0	0	1	2	0	3
3208	3	7	27	34	15	2.78
3209	0	0	0	1	0	3.5
3210	3	11	43	126	171	3.52
3211	0	0	4	7	12	3.65
3213	2	0	11	41	32	3.47
3214	0	2	3	15	5	3.16
3215	0	0	3	1	0	2.62
3216	1	0	3	2	4	3.1
3217	0	0	0	5	12	3.94
3218	0	1	1	2	2	3.17
3219	0	4	19	41	32	3.23
3220	0	0	0	1	0	3.5
3221	0	1	2	6	14	3.67
3222	0	0	0	4	5	3.78
3223	0	0	6	11	9	3.37
3224	0	0	2	7	23	4.16
3225	2	4	6	15	6	2.73
3230	0	1	1	10	9	3.5
3231	0	0	1	1	0	2.5
3232	1	0	1	0	9	3.77
3235	0	1	2	10	11	3.62
3237	0	0	0	0	1	4
3238	3	7	15	12	8	2.52
3239	0	1	3	3	0	2.43
3240	0	1	1	7	3	3.08
3241	0	0	0	9	6	3.53
3242	0	0	0	1	1	4
3243	7	8	45	58	15	2.71
3244	0	1	8	16	40	3.72
3245	0	0	1	3	8	3.92
3246	0	5	13	58	112	3.74
3247	13	36	84	143	70	2.85
3248	13	20	56	42	12	2.36
3249	1	4	30	69	29	3.1
3250	0	2	15	64	65	3.52
3251	0	2	6	29	18	3.34
3252	1	8	29	133	237	3.74
3253	5	29	99	269	269	3.39
3254	2	21	86	128	61	2.96
3255	1	13	41	221	163	3.46
3256	1	7	32	167	151	3.53
3257	8	36	99	120	46	2.7
3258	3	15	64	91	35	2.91
3259	3	4	37	76	38	3.15
3260	1	0	9	36	77	3.79
3261	0	2	19	63	43	3.37
3262	3	5	18	39	57	3.45
3263	2	8	64	131	58	3.07
3264	4	17	55	97	60	3.02
3265	1	2	10	35	82	3.85
3266	0	3	9	15	43	3.77
3267	2	2	21	103	111	3.6
3268	20	44	38	14	3	1.69
3269	2	7	39	64	31	3.01
3270	1	5	11	20	24	3.25
3271	0	1	23	48	107	3.76
3272	1	7	15	24	20	3.06
3273	11	51	76	78	19	2.38
3274	0	6	29	64	31	3.08
3275	4	10	28	100	258	3.88
3276	1	2	3	10	8	3.12
3278	0	0	0	1	0	3.5
3280	0	0	1	0	0	2
3281	0	0	0	7	5	3.62
3282	0	0	0	3	5	3.94
3283	0	0	0	1	3	4
3284	0	1	0	5	5	3.36
3285	1	11	64	98	60	3.08
3286	1	7	10	12	3	2.41
3287	3	4	14	16	8	2.66
3289	0	0	2	6	20	4.04
3292	0	0	3	2	4	3.39
3293	0	1	0	0	0	1.5
3294	0	1	0	2	0	2.5
3295	0	1	0	2	5	3.56
3296	0	2	6	28	52	3.75
3298	1	0	20	81	63	3.47
3300	3	13	49	154	135	3.4
3301	2	7	55	147	120	3.35
3302	0	0	1	2	10	3.88
3303	0	0	0	1	0	3
3304	0	0	1	5	10	3.69
3305	0	0	0	3	1	3.5
3306	1	0	0	9	15	3.76
3307	2	1	6	19	89	4.04
3308	0	0	8	26	12	3.21
3309	0	0	0	1	6	4.07
3310	0	1	0	11	36	4.09
3311	0	0	0	4	7	4.05
3313	0	1	2	1	0	2.12
3314	0	1	0	1	1	2.83
3315	0	1	0	0	0	1.5
3316	5	14	39	45	15	2.6
3317	0	8	26	114	192	3.74
3318	0	0	1	4	5	3.7
3319	0	0	0	1	2	3.83
3320	0	0	1	8	14	3.72
3322	1	0	2	2	0	2.3
3323	0	1	1	10	2	3.14
3324	2	8	12	19	9	2.69
3325	1	7	7	17	3	2.57
3326	1	9	12	8	10	2.62
3327	0	1	1	11	19	3.77
3328	2	9	14	84	151	3.71
3329	0	0	0	2	2	3.75
3330	0	0	2	13	17	3.69
3331	0	2	1	5	0	2.44
3333	0	1	0	1	2	3.25
3334	0	1	3	44	79	3.86
3335	0	0	1	1	0	2.5
3336	1	0	0	2	0	2.17
3337	0	0	0	1	0	3
3338	0	0	0	4	13	4.21
3339	0	0	2	16	22	3.76
3340	1	2	2	3	4	2.75
3341	0	0	2	13	23	3.82
3342	0	2	4	26	36	3.67
3343	2	3	3	1	1	1.85
3344	0	0	3	4	4	3.5
3345	0	0	1	4	1	3.17
3347	0	0	1	12	45	4.09
3348	0	0	0	0	1	4
3349	0	0	0	1	1	3.5
3350	0	1	1	9	19	3.82
3351	0	2	0	1	3	3.08
3352	0	1	0	1	0	2
3353	0	0	1	4	0	3
3354	13	46	92	84	39	2.52
3355	3	7	41	116	78	3.29
3357	0	0	1	11	19	3.71
3358	0	2	7	27	50	3.73
3359	1	0	5	26	86	4.04
3360	0	2	11	50	114	3.85
3361	1	3	22	100	139	3.68
3362	0	0	15	90	223	3.98
3363	1	2	14	123	182	3.79
3364	0	0	1	17	24	3.89
3365	2	3	4	31	74	3.85
3367	0	1	2	2	4	3.11
3368	0	1	0	5	8	3.79
3369	1	0	0	0	0	0.5
3370	0	1	3	1	6	3.18
3371	0	0	0	5	11	3.94
3372	0	1	2	5	4	3.21
3373	0	0	0	1	0	3
3374	0	1	0	3	0	2.75
3375	0	1	1	1	2	2.9
3377	0	0	1	2	2	3.7
3378	0	0	1	2	0	2.83
3379	0	0	5	10	13	3.61
3380	0	0	2	1	1	3
3384	0	1	0	26	38	3.87
3385	0	4	6	12	4	2.73
3386	1	8	22	118	214	3.74
3387	0	6	22	28	7	2.74
3388	2	12	33	42	16	2.75
3389	0	0	3	1	0	2.25
3390	1	3	3	2	0	1.78
3391	3	7	18	12	1	2.24
3392	3	12	23	12	10	2.44
3393	0	0	4	3	0	2.71
3394	0	7	16	29	7	2.76
