@relation G49Project

@attribute rtAllCriticsRating numeric
@attribute rtAllCriticsNumReviews numeric
@attribute rtAllCriticsNumFresh numeric
@attribute rtAllCriticsNumRotten numeric
@attribute rtAllCriticsScore numeric
@attribute rtTopCriticsRating numeric
@attribute rtTopCriticsNumReviews numeric
@attribute rtTopCriticsNumFresh numeric
@attribute rtTopCriticsNumRotten numeric
@attribute rtTopCriticsScore numeric
@attribute rtAudienceRating numeric
@attribute rtAudienceNumRatings numeric
@attribute rtAudienceScore numeric
@attribute distributor_Sony numeric
@attribute distributor_Warner_Bros numeric
@attribute distributor_Universal numeric
@attribute distributor_Walt_Disney numeric
@attribute distributor_20th_Century_Fox numeric
@attribute distributor_Paramount numeric
@attribute distributor_Miramax numeric
@attribute distributor_MGM numeric
@attribute distributor_Sony_Classics numeric
@attribute distributor_New_Line numeric
@attribute distributor_Lionsgate numeric
@attribute distributor_IFC_Films numeric
@attribute distributor_Strand numeric
@attribute distributor_Magnolia numeric
@attribute distributor_Fox_Searchlight numeric
@attribute distributor_Orion numeric
@attribute distributor_First_Run_Features numeric
@attribute distributor_ThinkFilm numeric
@attribute distributor_Regent_Releasing numeric
@attribute distributor_Focus_Features numeric
@attribute genre_Drama numeric
@attribute genre_Comedy numeric
@attribute genre_Documentary numeric
@attribute genre_Action numeric
@attribute genre_ThrillerSuspense numeric
@attribute genre_Adventure numeric
@attribute genre_Horror numeric
@attribute genre_Romantic_Comedy numeric
@attribute genre_Musical numeric
@attribute genre_Black_Comedy numeric
@attribute genre_Western numeric
@attribute genre_ConcertPerformance numeric
@attribute genre_Multiple_Genres numeric
@attribute freq_ge0_l1 numeric
@attribute freq_ge1_l2 numeric
@attribute freq_ge2_l3 numeric
@attribute freq_ge3_l4 numeric
@attribute freq_ge4_l5 numeric
@attribute avg_rating numeric
@attribute NrOfTopActors numeric
@attribute NrOfTopDirectors numeric
@attribute boxOfficeClass {Low,High}

@data
7.0,42.0,34.0,8.0,80.0,6.4,7.0,5.0,2.0,71.0,3.4,84134.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,High
5.4,26.0,12.0,14.0,46.0,0.0,4.0,0.0,4.0,0.0,3.4,36518.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.75,0.0,1.0,High
6.7,36.0,30.0,6.0,83.0,7.2,7.0,6.0,1.0,85.0,3.1,6043.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.25,2.0,1.0,High
7.2,22.0,19.0,3.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,8.0,3.0,2.63,1.0,0.0,High
3.7,16.0,3.0,13.0,18.0,0.0,1.0,0.0,1.0,0.0,3.1,3031.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.78,0.0,0.0,Low
0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,3.17,0.0,0.0,High
4.6,28.0,10.0,18.0,35.0,0.0,4.0,2.0,2.0,50.0,2.9,16200.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,1.38,0.0,0.0,High
4.6,10.0,3.0,7.0,30.0,0.0,1.0,0.0,1.0,0.0,2.7,2029.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,26.0,3.54,0.0,0.0,High
7.7,35.0,29.0,6.0,82.0,5.7,6.0,3.0,3.0,50.0,3.6,4690.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,20.0,7.0,3.12,1.0,1.0,Low
7.7,35.0,29.0,6.0,82.0,5.7,6.0,3.0,3.0,50.0,3.6,4690.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,56.0,138.0,96.0,3.18,1.0,1.0,Low
5.2,17.0,11.0,6.0,64.0,0.0,1.0,1.0,0.0,100.0,2.9,2927.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,38.0,57.0,85.0,3.36,0.0,0.0,High
5.1,18.0,9.0,9.0,50.0,0.0,3.0,0.0,3.0,0.0,2.9,3959.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,27.0,29.0,7.0,2.49,2.0,0.0,High
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,9.0,8.0,1.0,1.63,0.0,0.0,Low
8.3,42.0,41.0,1.0,97.0,7.7,8.0,7.0,1.0,87.0,3.5,33318.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,38.0,3.93,0.0,0.0,High
5.8,38.0,24.0,14.0,63.0,3.8,6.0,1.0,5.0,16.0,3.3,11201.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,4.0,0.0,1.78,2.0,0.0,High
7.7,26.0,25.0,1.0,96.0,0.0,2.0,1.0,1.0,50.0,3.6,5155.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,19.0,27.0,11.0,2.75,1.0,0.0,High
3.4,9.0,2.0,7.0,22.0,0.0,1.0,0.0,1.0,0.0,3.5,936.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,17.0,4.0,2.61,1.0,0.0,Low
5.7,12.0,8.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,5.0,3.0,2.44,0.0,0.0,Low
4.8,13.0,6.0,7.0,46.0,0.0,1.0,0.0,1.0,0.0,3.0,1838.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,3.63,2.0,0.0,High
7.9,45.0,44.0,1.0,97.0,7.9,7.0,7.0,0.0,100.0,3.4,8264.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,9.0,6.0,1.0,1.74,2.0,0.0,High
5.7,19.0,11.0,8.0,57.0,0.0,4.0,1.0,3.0,25.0,3.8,2379.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,20.0,3.61,1.0,1.0,Low
4.3,18.0,6.0,12.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,22.0,80.0,79.0,3.44,1.0,0.0,Low
5.5,6.0,4.0,2.0,66.0,0.0,1.0,0.0,1.0,0.0,3.1,241.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,3.06,3.0,0.0,Low
3.2,10.0,1.0,9.0,10.0,0.0,1.0,0.0,1.0,0.0,2.6,2187.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,21.0,8.0,2.76,0.0,0.0,High
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,35.0,49.0,25.0,2.85,0.0,0.0,Low
3.9,14.0,4.0,10.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,24.0,4.0,2.65,0.0,0.0,Low
5.3,16.0,9.0,7.0,56.0,0.0,1.0,0.0,1.0,0.0,2.9,3312.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,102.0,152.0,3.8,0.0,0.0,Low
7.2,35.0,31.0,4.0,88.0,0.0,4.0,4.0,0.0,100.0,3.2,16516.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,19.0,43.0,28.0,3.1,0.0,0.0,High
5.4,20.0,10.0,10.0,50.0,0.0,1.0,0.0,1.0,0.0,3.1,2609.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,72.0,145.0,73.0,3.04,0.0,0.0,Low
6.7,25.0,20.0,5.0,80.0,0.0,4.0,2.0,2.0,50.0,3.6,1535.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,31.0,3.77,0.0,1.0,Low
5.4,16.0,8.0,8.0,50.0,0.0,1.0,0.0,1.0,0.0,2.8,1447.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.43,1.0,0.0,High
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,13.0,3.44,2.0,0.0,Low
5.7,26.0,16.0,10.0,61.0,4.2,5.0,2.0,3.0,40.0,3.4,2387.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2.73,0.0,0.0,Low
6.3,14.0,12.0,2.0,85.0,0.0,1.0,1.0,0.0,100.0,3.7,6011.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.75,2.0,0.0,High
7.1,26.0,21.0,5.0,80.0,0.0,2.0,1.0,1.0,50.0,3.2,1424.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,64.0,112.0,75.0,3.03,1.0,0.0,High
7.1,19.0,18.0,1.0,94.0,0.0,1.0,1.0,0.0,100.0,3.5,3437.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,19.0,4.0,2.92,1.0,0.0,High
5.1,14.0,8.0,6.0,57.0,0.0,2.0,1.0,1.0,50.0,2.8,5280.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,33.0,21.0,3.36,0.0,0.0,High
7.2,27.0,24.0,3.0,88.0,0.0,3.0,3.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,3.0,2.78,2.0,1.0,Low
3.3,13.0,2.0,11.0,15.0,0.0,1.0,0.0,1.0,0.0,2.5,865.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,9.0,3.15,1.0,0.0,Low
3.3,8.0,1.0,7.0,12.0,0.0,1.0,0.0,1.0,0.0,3.1,374.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,7.0,0.0,2.1,0.0,0.0,Low
6.1,10.0,8.0,2.0,80.0,0.0,2.0,1.0,1.0,50.0,3.1,1497.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,1.5,1.0,0.0,Low
4.6,19.0,6.0,13.0,31.0,0.0,1.0,0.0,1.0,0.0,2.5,2934.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,45.0,27.0,3.25,1.0,0.0,Low
6.0,18.0,13.0,5.0,72.0,0.0,1.0,0.0,1.0,0.0,3.1,2051.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,66.0,232.0,251.0,3.51,1.0,1.0,High
5.5,18.0,11.0,7.0,61.0,5.6,5.0,3.0,2.0,60.0,2.8,1095.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,27.0,17.0,3.3,0.0,0.0,Low
1.9,11.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,2.4,2756.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.25,0.0,0.0,Low
8.3,8.0,8.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,3.9,1318.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,9.0,3.26,1.0,0.0,Low
0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,12.0,8.0,5.0,2.48,0.0,0.0,Low
6.7,28.0,23.0,5.0,82.0,7.3,6.0,5.0,1.0,83.0,3.3,5019.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,10.0,3.8,3.0,0.0,High
5.7,36.0,23.0,13.0,63.0,2.5,5.0,0.0,5.0,0.0,3.4,32197.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,6.0,3.03,1.0,0.0,High
5.2,7.0,3.0,4.0,42.0,0.0,1.0,0.0,1.0,0.0,2.9,521.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,11.0,3.23,0.0,0.0,Low
4.6,8.0,3.0,5.0,37.0,0.0,1.0,0.0,1.0,0.0,3.0,410.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,9.0,3.27,1.0,0.0,Low
6.9,20.0,17.0,3.0,85.0,0.0,1.0,0.0,1.0,0.0,3.6,495.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.0,20.0,7.0,2.65,0.0,0.0,High
0.0,3.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,15.0,9.0,7.0,2.47,0.0,0.0,Low
5.6,26.0,14.0,12.0,53.0,0.0,1.0,1.0,0.0,100.0,3.2,4365.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,18.0,91.0,194.0,3.78,2.0,0.0,High
4.3,9.0,3.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,Low
4.7,13.0,5.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,High
4.8,10.0,3.0,7.0,30.0,0.0,1.0,0.0,1.0,0.0,3.1,505.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,50.0,77.0,3.69,1.0,0.0,Low
4.3,5.0,1.0,4.0,20.0,0.0,1.0,1.0,0.0,100.0,3.0,269.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,4.0,3.0,0.0,0.0,Low
4.3,9.0,2.0,7.0,22.0,0.0,1.0,1.0,0.0,100.0,3.4,2404.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.29,0.0,0.0,High
